idEtudiant,Architecture des Ordinateurs,Techniques de Compilation,Recherche Operationnelle,Developpement Mobile,Programmation Multimedias,Statistiques,Bases de Donnees Avancees,Reseaux Informatiques,Conception Orientee Objet,Programmation Orientee Objet,Conception des Bases de Donnees,Systeme Logique,Probabilites,Algorithmique et Structures de Donnees,Blockchain,Architecture Logicielle,Systemes Exploitation,Entrepreneuriat,Analyse Numerique,Math Pour Ingenieur,Opt 2 : Fouille de Données,Opt 9 : Big Data,Opt 10 : Developpement iOS,Opt 3 : Machine Learning-Deep Learning,Opt 6 : Business Intelligence,Opt 4 : Transactions Electroniques,Opt 1 : Cloud Computing,Opt 8 : Sécurité Informatique,Opt 5 : Réseaux IP,Opt 16 : Réseaux GSM,Opt 12 : Electronique Embarquée,Opt 13 : Système Robotique,Opt 14 : Conception des Cartes Electroniques,Opt 15 : Réseau de Capteurs Sans Fils,Opt 7 : Qualité et Test
100,8.3,16.18,3.09,19.34,8.47,5.16,7.3,13.99,7.85,9.02,8.25,14.43,3.09,14.27,19.14,8.45,7.48,15.27,3.62,19.83,-1,-1,-1,-1,-1,8.66,13.04,13.15,19.86,9.93,-1,-1,-1,-1,-1
101,9.93,6.73,15.4,11.21,8.4,4.32,14.15,17.97,17.4,3.24,19.64,14.68,15.4,4.07,4.92,16.43,19.46,3.1,12.02,14.75,-1,-1,-1,-1,-1,11.68,7.32,14.32,18.4,7.53,-1,-1,-1,-1,-1
102,7.16,14.48,8.52,9.74,12.88,5.39,16.92,7.01,18.26,11.71,13.56,3.85,8.52,16.29,4.45,10.14,18.32,4.61,5.12,14.31,-1,-1,-1,-1,-1,9.52,19.31,12.58,18.75,18.72,-1,-1,-1,-1,-1
103,11.44,15.49,15.31,6.68,5.5,3.71,15.18,9,19.7,13.04,14.53,15.21,15.31,12.72,13.55,18.3,16.79,3.7,8.15,14.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.43,7.05,7.26,10.87,8.92
104,7.22,11.27,3.07,13.93,18.11,5.77,4.36,8.06,18.13,8,19.8,3.07,3.07,18.4,13.38,17.81,19.29,7.88,16.91,6.2,-1,-1,-1,-1,-1,11.59,11.86,19.51,8.01,14,-1,-1,-1,-1,-1
105,9.77,10.58,9.13,14.28,19.68,11.76,11.37,6.25,19.87,11.45,7.43,11.99,9.13,17.03,8.94,3.57,14.12,10.73,10.6,7.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.27,9.12,12.03,16.32,8.43
106,19.48,12,6.17,15.58,13.86,16.8,4.56,17.22,3.37,10.96,4.01,11.77,6.17,16.61,10.78,4.81,19.44,8.18,15.3,11.55,-1,-1,-1,-1,-1,8.6,14.96,8.74,11.3,12.65,-1,-1,-1,-1,-1
107,7.01,14.25,11.22,13.79,3.32,17.38,15.54,16.45,9.44,5.57,3.89,18.38,11.22,6.82,19.7,3.25,14.33,8.08,6.13,5.59,16.83,13.04,10.64,12.9,12.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
108,8.42,4.52,7.12,16.98,13.49,6.07,7,4.53,10.03,16.38,18.08,5.94,7.12,18.62,15.31,8.87,10.82,6.13,14.85,3.79,-1,-1,-1,-1,-1,18.45,10.49,8.7,12.78,8.53,-1,-1,-1,-1,-1
109,14.31,10.47,9.58,8.37,15.56,15.94,13.99,7.3,16.89,18.87,16.23,9.15,9.58,5.58,8.93,19.68,12.74,8.71,7.51,18.32,9.6,8.18,8.84,12.42,12.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110,12.83,5.25,19.69,5.28,12.88,15.75,10.12,12.18,7.17,10.05,4.91,3.12,19.69,4.8,13.76,3.86,4.85,14.6,12.64,7.02,8.11,16.62,11.85,10.42,11.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111,5.41,16.35,9.73,3.77,4.6,11.51,12.48,3.89,19.65,17.77,16.29,10.56,9.73,18.33,15.8,15.51,12.79,15.55,4.22,6.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.36,17.88,7.88,7.11,14.85
112,4.22,3.7,11.8,19.52,18.03,15.81,4.7,13.01,17.12,16.56,15.12,16.81,11.8,7.48,8.51,9.89,13.12,18.83,4.13,14.43,18.84,15.42,9.26,17.67,17.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113,7.5,4.15,19.52,13.14,16.74,8.17,7.65,17.6,15.85,14.01,17.63,6.99,19.52,6.41,14.61,17.28,6.64,9.1,19.91,7.36,13.6,12.73,15.9,12.29,12.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114,12.9,3.51,4.54,8.42,7.56,7.95,15.67,18.18,16.89,13.73,12.06,12.61,4.54,13.79,11.73,12.74,7.83,10,19.34,3.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.56,10.62,12.32,15.74,8.29
115,16.52,9.11,18.92,16,18.51,5.9,5.54,19.1,19.25,15,14.54,11.82,18.92,12.34,16.38,6.78,19.27,7.25,8.79,6.23,-1,-1,-1,-1,-1,8.96,12.25,18.35,17.82,9.55,-1,-1,-1,-1,-1
116,12.86,13.57,10.03,19.44,11.73,3.89,6.67,8.13,11.66,12.03,12.33,7.4,10.03,11.86,15.83,19.27,13.34,6.25,5.49,19.54,-1,-1,-1,-1,-1,19.93,12.47,9.19,8.05,9.31,-1,-1,-1,-1,-1
117,14.8,18.68,6.96,14.25,11.78,5.62,6.24,8.37,9.15,9.02,12.58,5.4,6.96,15.41,14.59,10.55,12.65,18.18,16.86,6.97,-1,-1,-1,-1,-1,17.06,15.56,7.63,11.34,18.08,-1,-1,-1,-1,-1
118,11.97,14.92,13.3,13.83,6.84,11.36,12.96,4.36,11.98,17.94,8.51,17.83,13.3,6.24,4.5,18.07,8.79,16.52,18.89,9.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.98,10.62,19.41,9.32,10.85
119,13.2,6.13,19.49,14.13,12.65,17.26,5.13,3.24,3.88,14.08,7.75,16.92,19.49,16.21,14.12,19.21,17.53,11.11,13.13,17.81,13,17.41,17.32,11.63,10.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,16.03,16.71,16.87,19.57,14.54,5.45,14.42,14.32,14.05,4.71,5.98,18.81,16.87,17.59,10.44,11.41,18.38,17.2,12.95,10.35,-1,-1,-1,-1,-1,11.69,7.14,12.82,14.45,18.49,-1,-1,-1,-1,-1
121,14.47,9.14,13.23,15.81,8.81,19.61,17.26,5.66,6.17,17.24,13.55,4.7,13.23,5.03,3.04,10.13,17.1,12.78,3.66,11.73,-1,-1,-1,-1,-1,16.55,8.17,10.79,11.17,10.84,-1,-1,-1,-1,-1
122,10.95,9.71,8.98,11.94,16.22,8.87,8.87,11.99,3.67,11.27,10.28,11.69,8.98,6.82,9.62,10.21,3.47,11.65,8.23,15.61,9.54,19.28,14.95,8.71,12.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
123,19.03,10.18,5.37,9.33,11.57,8.41,11.4,10.78,19.33,14.81,14.85,12.56,5.37,4.59,18.2,12.07,8.51,6.69,14.35,7.97,-1,-1,-1,-1,-1,7.75,13.88,16.78,13.42,19.86,-1,-1,-1,-1,-1
124,4.9,4.89,12.07,15.11,18.88,16.08,14.99,15.08,15.51,19.51,16.91,14.52,12.07,8.12,8.92,4.99,9.24,15.74,9.19,7.99,17.64,11.56,15.39,7.58,15.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
125,19.03,5.78,11.75,8.25,11.5,3.86,3.55,16.47,13.05,17.68,11.79,9.57,11.75,9.61,19.74,17.06,5.54,17.63,13.86,3.52,18.96,15.46,11.82,11.52,14.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
126,11.88,13.64,16.87,5.2,5.64,15.4,17.88,15.38,6.88,4.83,9.75,8,16.87,18.15,7.48,6.98,17.03,10.33,5.41,16.75,-1,-1,-1,-1,-1,7.83,19.71,18.83,11.25,14.56,-1,-1,-1,-1,-1
127,4.92,9.72,6.27,3.77,12.67,18.39,16.81,16.53,19.02,4.59,4.62,14.75,6.27,10.96,16.63,5.96,5.86,8.01,15.96,16.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.36,18.92,12.34,9.41,11.14
128,6.49,9.38,14.57,16.93,5.39,8.63,9.92,11.26,18.52,13.37,10.81,13.24,14.57,6.75,16.19,6.61,15.62,19.02,5.5,11.29,-1,-1,-1,-1,-1,8.32,17.75,19.2,7.58,11.6,-1,-1,-1,-1,-1
129,7.92,7.23,19.3,17.35,19.33,5.06,15.15,18.87,11.21,18.19,6.59,13.7,19.3,13.1,7.05,16.82,10.41,9.52,5.21,7.22,17.46,13.28,14.51,10.79,12.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,7.32,14.59,16.26,15.06,11.26,3.66,13.62,11.05,17.9,7.11,11.21,16.29,16.26,19,5.06,11.54,16.93,9.39,5.83,9.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.8,7.81,12.48,19.77,7.13
131,13.24,10.26,11.3,15.62,14.03,6.23,16.36,19.23,12.94,12.57,5.47,4.48,11.3,14.07,11.55,4.21,11.77,14.33,16.58,5.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.14,15.09,14.38,17.37,9.51
132,7.4,18.64,5.51,14.41,13.53,13.76,7.26,13.2,13.18,14.88,6.87,18.93,5.51,4.6,6.06,3.95,15.47,16.04,9.49,12.59,-1,-1,-1,-1,-1,19.79,16.24,18.95,16.8,18.54,-1,-1,-1,-1,-1
133,19.74,9.61,17.69,9.07,11.84,12.23,4.78,10.59,18.06,18.2,4.28,13.82,17.69,13.91,5.13,8.56,9.42,13.46,19.07,3.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.18,17.87,14.67,15.55,13.34
134,4.19,18.95,12.56,6.23,8.33,13.2,3.79,13.24,6.45,9.56,5.08,12.3,12.56,5.01,16.91,9.19,18.25,8.49,4.88,9.94,12.85,10.53,18.85,12.12,9.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
135,6.88,10.32,3.65,7.52,8.01,8.22,5.79,4.94,8.43,13.44,6.81,6.32,3.65,4.65,4.58,9.25,18.77,9.15,14.28,16.18,-1,-1,-1,-1,-1,18.06,8.81,7.23,19.45,8.72,-1,-1,-1,-1,-1
136,6.74,5.1,8.61,19.45,3.48,13.06,6.96,17.41,16.2,5.33,8.99,13.54,8.61,12.72,18.23,15.68,13.65,13.9,7.77,5.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.05,10.45,17.2,18.6,18.9
137,16.05,16.94,7.16,13.45,6.3,12.13,7,18.09,3.42,9.58,12.87,3.81,7.16,19.07,18.17,14.06,9.81,12.25,15.23,10.38,-1,-1,-1,-1,-1,14.79,15.05,11.52,12.99,7.21,-1,-1,-1,-1,-1
138,15.21,17.01,12.81,15.87,6.15,10.9,18.48,19.86,3.12,17.81,11.69,13.2,12.81,16.68,18.29,14.22,6.84,19.52,10.11,12.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.88,17.16,17.61,14.96,13.31
139,3.71,10.18,9.65,5.27,6.05,8.36,9.93,9.15,10.47,14.01,17.78,14.67,9.65,17.92,4.18,11.96,18.05,16.41,6.33,11.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.76,8.1,9.93,8.81,17.85
140,13.13,7.09,7.38,16.95,8.62,16.21,12.27,19.65,5.4,16.88,17.81,4.62,7.38,7.34,19.58,19.35,14.93,15.27,7.61,8.8,-1,-1,-1,-1,-1,7.57,13.79,9.99,17.1,13.2,-1,-1,-1,-1,-1
141,16.64,19.61,8.16,19.64,15.54,3.39,17.61,5.02,8.36,18.41,4.75,9.16,8.16,8.4,6.97,8.08,7.29,3.31,3.86,11.95,-1,-1,-1,-1,-1,15.08,15.82,17.33,7.62,16.02,-1,-1,-1,-1,-1
142,7.05,3.26,8.87,18.5,18.19,5.32,16.55,7.11,14.76,3.38,17.03,13.31,8.87,12.87,15.63,6.45,8.57,12.08,11.27,5.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.06,13.78,14.98,14.19,7.86
143,5.37,12.98,12.79,4.8,5.31,10.81,6.7,4.63,17.98,8.63,6.54,14.02,12.79,14.49,4.82,15.11,12.18,4.08,6.77,11.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.44,10.02,16.01,13.13,8.36
144,10.45,6.33,10.37,18.1,15.22,5,4.05,5.25,14.85,17.06,12.3,14.84,10.37,9.24,15.03,3.66,6.9,9.92,14.08,4.11,15.09,15.77,13.7,14.69,16.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
145,8.95,8.56,10.44,9.24,12.32,7.29,4.92,7.74,7.45,6.61,19.88,10.98,10.44,6.11,19.53,17.55,7.5,19.43,9.7,14.72,16.34,18.93,19.62,18.31,18.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
146,9.79,16.7,6.57,15.93,6.1,4.88,8.57,3.05,3.07,8.03,14.09,6.62,6.57,7.1,12.2,10.1,4.15,14.68,9.78,12.38,-1,-1,-1,-1,-1,10.92,11.17,17.71,9.67,13.36,-1,-1,-1,-1,-1
147,8.33,17.14,4.81,7.44,16.04,16.56,11.09,6.08,19.45,10.72,14.11,8.92,4.81,17.13,11.14,7.05,12.47,8.03,17.34,9.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.33,11.71,14.36,17.57,15.27
148,6.61,6.36,19.57,8.37,11.74,12.39,9.76,8.17,11.1,8.43,11.12,15.15,19.57,14.44,6.52,14.99,12.24,9.23,19.26,18.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,8.95,15.81,15.49,19.69
149,10.51,10.43,6.02,12.27,12.59,9.54,5.34,17.86,15.93,18.9,15.22,12.11,6.02,11.39,9.51,10.7,5.4,18.77,15.29,12.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.79,16.92,8.4,11.68,14.78
150,15.8,14.14,15.67,13.66,4.26,17.72,13.85,9.24,5.36,10.15,9.88,17.27,15.67,12.61,14.07,18.94,12.01,12.27,5.09,6.43,-1,-1,-1,-1,-1,17.84,15.59,12.71,19.95,10.09,-1,-1,-1,-1,-1
151,19.18,19.98,15.55,10.1,8.71,3.91,12.05,3.99,14.31,15.26,5.86,16.56,15.55,9.99,4.57,6.87,15.74,6.07,11.82,3.6,-1,-1,-1,-1,-1,16.71,7.25,18.05,8.02,8.47,-1,-1,-1,-1,-1
152,10.41,6.67,4.92,17.45,18.03,15.3,19.21,12.15,15.87,15.5,10.88,17.91,4.92,13.55,3.52,14.11,12.63,4.3,19.91,15.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.27,15.98,16.81,17.41,16.91
153,11.6,19.3,14.23,6.39,3.59,7.25,4.2,18.69,15.69,17.11,10.97,3.29,14.23,15.13,9.82,18.08,7.87,6.36,10.97,7.96,7.12,11.81,8.77,8.49,11.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
154,18.81,12.91,7.52,7.36,11.6,4.55,6.31,4.43,15.83,10.03,16.28,15.92,7.52,16.66,13.01,17.94,4.44,8.58,7.8,14.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.67,11.78,14.5,18.87,7.74
155,15.35,3.81,8.15,14.39,15.12,13.03,4.54,9.5,13.82,18.13,16.58,6.25,8.15,11.01,5.48,9.58,19.15,17.1,5.87,9.99,-1,-1,-1,-1,-1,8.08,9.33,15.21,9.58,15.42,-1,-1,-1,-1,-1
156,3.93,16.77,15.45,12.35,15,3.62,5.47,5.89,12.33,11.54,11.83,11.77,15.45,13.95,19.09,16.47,5.99,10.95,13.37,12.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.98,9.75,9.73,7.48,7.81
157,15.5,6.24,5.33,5.49,6.54,15.98,10.49,18.36,10.27,10.4,4.36,13.2,5.33,17.65,13.4,17.49,7.92,10.69,4.15,14.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.16,9.19,13.08,13.77,9.8
158,15.04,10.64,18.64,3.17,13.78,11.35,8.23,13.93,12.22,12.03,17.63,6.02,18.64,10.27,17.07,3.15,18.4,4.98,18.51,15.89,13.98,13.23,7.47,16.21,10.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
159,9.7,12.54,10.24,18.4,14.28,4.5,4.8,7.74,12.07,7.62,19.83,16.7,10.24,19.84,18.3,6.51,7.29,11.88,14.5,17.28,-1,-1,-1,-1,-1,16.96,15.65,17.38,18.23,17.43,-1,-1,-1,-1,-1
160,11.46,8.08,9.49,18.73,3.01,12.4,19.86,12.72,5.54,13.11,17.26,5.53,9.49,19.81,17.32,14.19,19.42,9.08,19.64,12.3,-1,-1,-1,-1,-1,8.36,16.98,12.91,9.7,19.21,-1,-1,-1,-1,-1
161,19.58,7.21,9.3,13.5,3.98,17.65,3.55,15.37,13.22,16.17,12.32,4.63,9.3,18.29,10.57,9.03,5.92,17.97,4.92,6.93,19.88,7.42,7.22,17.99,7.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
162,14.63,5.65,12.46,10.55,3.07,11.39,13.43,9.99,6.86,17.36,3.78,7.63,12.46,5.77,13.5,19.93,17.41,15.85,4.28,15.83,18.66,7.36,9.81,11.57,7.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
163,11.26,17.93,9.44,10.78,14.26,17.94,7.52,19.72,12.07,17.33,9.71,4.83,9.44,10.96,18.48,19.58,8.35,19.15,14.36,3.32,12.58,18.18,8.14,11.91,11.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
164,7.17,3.23,5.27,6.21,6.28,6.88,8.87,8.76,7.6,12.19,5.17,12.41,5.27,6.9,7.55,19.18,8.41,16.81,14.16,8.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.93,16.44,13.24,17.81,8.74
165,3.93,13.79,12.08,15.97,5.44,9.59,15.21,4.45,14.26,14.09,14.37,14.33,12.08,14.45,10.88,5.82,10.05,15.18,15.74,14.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.48,12.1,9.24,13.95,17.98
166,4.99,10.82,19.17,13.02,16.07,11.89,9.09,5.04,7.78,5.91,18.04,17.93,19.17,15.22,7.35,7.14,17.57,11.29,16.74,8.5,-1,-1,-1,-1,-1,13.19,15.96,14.56,19.38,12.37,-1,-1,-1,-1,-1
167,15.56,3.23,13.58,10.78,15.31,17.57,12.93,10.96,4.49,5.58,12.32,13.5,13.58,16.64,9.24,15.03,18.28,12.7,10,7.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.16,19.08,16.62,14.16,10.06
168,12.17,6.45,15.57,12.46,17.46,19.19,8.25,15.9,12.65,12.88,11.08,14.65,15.57,17.56,7.21,13.15,5.59,10.64,14.38,3.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.87,8.32,9.04,9.08,8.87
169,16.3,6.88,9.08,9.91,13.26,3.67,13.18,8.26,19.68,7.22,12.45,7.87,9.08,7.12,19.51,4.46,12.96,12.81,10.34,10.76,-1,-1,-1,-1,-1,18.5,8.27,18.03,9.31,11.69,-1,-1,-1,-1,-1
170,13.26,10.22,19.99,4.33,7.78,8.54,12.1,18.92,5.79,11.56,15.43,12.3,19.99,18.6,13.01,12.59,3.99,8.9,14.54,4.4,9.42,8.38,12.79,13.53,13.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
171,18.36,7.86,17.4,3.85,11.04,13.02,13.12,13.98,6.75,15.84,15.96,12.9,17.4,18.07,17.3,11,6.92,18.42,19.7,13.59,9.66,10.86,15.38,14.29,9.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
172,12.52,6.55,16.21,5.93,14.82,15.12,17.02,15,10.3,14.85,17.25,19.07,16.21,19.02,17.43,3.92,9.77,19.43,14.18,8.48,13.07,8.42,15.89,9.38,9.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
173,8.04,6.97,17.22,13.62,3.94,9.55,3.57,8.71,7.37,19.33,18.18,3.41,17.22,14.2,10.9,17.94,13.33,5.53,13.26,17.86,-1,-1,-1,-1,-1,19.13,15.97,17.57,8.72,19.04,-1,-1,-1,-1,-1
174,16.6,11.19,6.32,19.88,14.88,19.55,17.04,7.88,13.83,19.02,9.18,7.26,6.32,5.21,4.13,4.92,6.82,15.23,4.78,11.72,-1,-1,-1,-1,-1,14.87,9.17,11.58,9.24,8.33,-1,-1,-1,-1,-1
175,19.28,7.2,10.44,9.09,15.97,12.14,10.69,18.05,11.44,5.69,4.08,13.31,10.44,8.04,17.91,13.81,3.34,19.81,13.71,6.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.68,14.22,15.31,8.25,15.91
176,3.01,14.79,17.79,8.16,9.74,19.14,19.86,17.25,12.13,5.08,16.52,9.66,17.79,18.52,10.32,17.09,3.41,17.95,10.86,6.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.11,8.9,7.04,14.41,18.08
177,4.02,15.04,16.48,18.43,18.16,19.31,16.69,10.41,8.55,18.03,16.46,12.4,16.48,6.32,12.68,19.58,8.43,13.21,6.08,14.91,9.65,7.46,9.59,11,19.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
178,8.59,15.5,3.63,19.11,14.6,16.56,16.78,9.03,12.18,9.22,18.42,17.8,3.63,3.44,8.5,12.28,13.8,15.22,15.32,3.62,-1,-1,-1,-1,-1,17.88,16.4,17.26,11.56,15.88,-1,-1,-1,-1,-1
179,16.88,4.4,8.78,19.92,15.47,7.8,19.08,17.85,19.41,4.42,16.96,6.41,8.78,12.97,8.13,7.44,6.78,14.01,9.86,9.77,-1,-1,-1,-1,-1,17.61,11.89,14.24,19,13.58,-1,-1,-1,-1,-1
180,11.39,3.52,13.72,18.66,4.7,17.72,10.14,4.34,3.17,16.83,10.27,10.9,13.72,18.26,14.16,7.61,9.91,11.99,13,16.04,16.5,17.77,16.8,13.46,7.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,12.65,13.61,18.8,11.64,4.04,13.45,15.23,5.72,14.25,18.13,3.61,7.98,18.8,12.53,6.87,10.34,3.65,12.82,18.94,10.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.87,19.36,13.65,19.88,11.03
182,8.84,9.84,3.53,10.8,18.25,11.13,4.93,18.34,10.76,15.64,17.57,19.06,3.53,14.4,5.04,8.82,6.14,6.58,8.35,17.91,18.4,7.17,10.12,10.46,8.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,9.47,5.1,7.56,19.33,4.32,7.77,5.19,8.53,19.47,11.08,19.42,13.88,7.56,19.05,4.58,5.97,14.78,4.05,14.22,6.41,-1,-1,-1,-1,-1,12.61,9.99,15.84,9.99,14.51,-1,-1,-1,-1,-1
184,15.65,10.92,14.13,13.75,14.67,3.01,16.69,18.36,19.21,3.9,4.6,14.59,14.13,19.33,5.01,16.68,19.25,18.67,14.05,3.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.06,9.38,13.53,18.51,15.55
185,16.03,7.51,16.87,4.69,18.81,14.4,9.72,8.7,10.76,3.3,8.56,15.54,16.87,18.19,17.57,6.48,6.74,15.67,3.8,12.04,8.4,14.02,12.84,18.44,13.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
186,19.77,7.18,13.48,5,16.34,18.85,3.13,14.18,17.62,3.61,12.83,17.31,13.48,18.33,10.39,13.18,6.98,9.39,5.44,4.71,18.22,14.07,18.11,18.04,19.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
187,4.9,11.79,3.42,19.54,14.3,19.41,15.68,13.93,15.06,16.39,8.99,13.56,3.42,10.17,18.39,8.43,18.8,16.16,4.02,3.05,-1,-1,-1,-1,-1,9.78,18.58,13.87,16.29,14.47,-1,-1,-1,-1,-1
188,12.74,8.25,16.56,7.07,11.57,17.99,19.84,17.92,17,3.27,9.27,12.36,16.56,16.13,17.89,14.23,5.88,17.81,7.86,8.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.44,17.56,13.57,18.2,17.72
189,7.44,19.49,10.14,3.13,7.41,17.62,18.22,3.53,16.41,16.29,17.89,16.69,10.14,6.11,4.52,11.08,6.51,13.93,4.27,9.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.56,13.04,14.58,16.18,11.89
190,5,10.34,13.87,10.11,3.29,10.66,11.31,3.52,14.39,4.92,9.71,14.5,13.87,16,14.62,9.49,17.63,15.08,6.96,18.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.49,11.3,8.89,12.67,11.13
191,9.4,9.32,11.32,14.07,9.9,18.87,5.36,10.05,17.77,19.95,17.85,19.44,11.32,11.61,4.64,13.07,19.77,9.87,3.08,6.97,-1,-1,-1,-1,-1,8.27,17.27,10.49,12.49,18.11,-1,-1,-1,-1,-1
192,7.68,6.25,19.22,17.62,14.39,19,19.16,7.24,8.78,14.36,13.84,14.31,19.22,18.83,8.34,4.14,15.15,6.62,3.01,11.82,19.46,15.45,10.68,8.68,14.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193,13.53,17.2,9.67,5.07,13.73,15.46,4.73,5.16,16.79,3.67,8.5,12.11,9.67,8.24,11.62,14.18,7.31,4.19,14.09,12,19.76,10.52,10.23,18.98,18.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194,7.22,11.92,3.05,9.33,4.68,15.52,3.07,8.55,13.8,19.69,7.67,16.25,3.05,11.37,8.09,18.54,4.48,6.7,14.4,14.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.86,8.81,8.85,7.32,7.8
195,11.57,18.71,11.37,11.23,9.65,12.95,14.02,12.32,9.56,7.26,9.97,3.6,11.37,12.59,6.65,15.23,11.56,9.84,7.46,19.47,-1,-1,-1,-1,-1,12.06,10.39,15,16.97,13.96,-1,-1,-1,-1,-1
196,17.76,10.11,15.68,13.94,4.65,6.18,12.13,5.03,13.06,16.87,14.38,11.93,15.68,6.33,10.81,13.13,15.54,13.06,4.31,19.41,-1,-1,-1,-1,-1,10.32,19.19,14.93,13.88,10.66,-1,-1,-1,-1,-1
197,11.43,4.02,8.13,3.65,18.4,19.59,10.56,11.57,8.53,8.05,11.62,3.7,8.13,4.6,11.08,15.18,15.16,7.93,18.97,10.24,11.3,9.57,7.57,19.26,16.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
198,13.13,6.76,15.33,6.54,17.62,5.48,17.29,19.49,13.47,18.09,5.94,11.54,15.33,6.18,9.88,10.74,6.05,9.24,3.03,9.85,12.26,18.25,12.39,8.07,14.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
199,16.95,8.89,9.12,6.22,18.25,16.71,16.38,18.97,15.02,7.24,12.45,12.55,9.12,12.55,10.22,14.74,11.32,11.91,15.19,10.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.41,14.64,17.25,7.2,10.79
200,17.03,12.02,17.83,13.56,4.39,8.3,8.32,18.3,13.29,11.12,19.99,5.82,17.83,9.26,8.63,3.55,8.27,10.18,3.13,4.21,-1,-1,-1,-1,-1,13.88,9.4,11.11,10.81,13.56,-1,-1,-1,-1,-1
201,17.18,20,10.47,5.39,10.37,4.14,14.38,18.36,9.47,14.31,4.04,10.03,10.47,13.16,16.56,13.49,8.18,5.05,15.42,15.33,19.33,15.16,19.66,11.87,17.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
202,11.99,3.15,18.99,11.79,19.01,10.31,13.71,10.94,13.42,12.47,8.19,10.64,18.99,17.74,18.23,15.44,8.31,4.34,15.73,18.29,18.36,10.22,9.79,11.18,17.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
